cod. ibge;ano;pib;impostos_liquidos;va;va_agropecuaria;va_industria;va_servicos;va_adespss
2807402;2021;655791;61889;593902;23069;35138;269800;265895
1100809;2021;655606;37086;618520;141452;133672;138514;204882
5101258;2021;655137;60509;594627;56999;248917;175754;112957
4119954;2021;653407;53263;600144;4517;68291;351088;176248
5220504;2021;652577;30796;621781;332119;108446;129394;51822
4200408;2021;651064;36699;614365;194892;226008;145746;47718
3147204;2021;650754;62696;588058;137445;123387;229257;97969
5003801;2021;648925;72471;576453;91262;106929;247582;130681
4124400;2021;648327;46707;601619;192802;110315;201086;97417
3161106;2021;648148;40830;607317;75359;35194;245087;251677
3132503;2021;647509;32307;615202;223822;46298;181787;163295
2708006;2021;646282;60354;585928;52194;30895;316140;186699
3203130;2021;646255;82903;563352;19125;276759;185712;81756
4304655;2021;644964;28481;616483;456954;15373;112277;31878
1707009;2021;644829;38812;606018;237538;42751;167648;158081
1200252;2021;644542;70966;573576;160895;22540;246925;143215
3528007;2021;643783;83030;560753;33950;82703;364670;79430
4312500;2021;643323;29340;613983;348815;38140;147719;79309
2602100;2021;643151;47808;595342;124941;85243;177311;207847
1500347;2021;643132;92107;551025;239536;123818;63741;123931
2313609;2021;642046;42618;599428;169107;116158;162615;151549
1713205;2021;642003;26843;615160;189527;194581;100675;130377
1506203;2021;641901;74258;567643;21408;58837;301419;185979
3534203;2021;640841;88192;552650;40120;247543;222996;41990
5217302;2021;640329;43430;596899;169945;48616;261504;116834
4321006;2021;640273;91369;548905;147802;106202;234120;60779
3113305;2021;639260;40146;599114;42749;64513;336145;155707
3531506;2021;639162;67933;571229;48168;53560;370223;99278
5105507;2021;639124;35663;603460;381367;14855;85734;121504
3151107;2021;639090;125391;513699;10550;291710;152464;58975
3532207;2021;639076;83026;556050;36388;301694;176032;41936
4305009;2021;638109;35246;602864;355153;21001;170918;55792
3101102;2021;638010;36566;601444;62403;198203;218228;122610
2204501;2021;637192;18300;618892;197912;305803;55694;59483
5002605;2021;637046;54632;582414;293526;26802;162235;99851
2311504;2021;637015;54899;582117;108210;235182;133180;105545
4205001;2021;636238;114984;521254;99876;23509;313593;84277
3302106;2021;635896;74561;561335;68679;48108;242849;201698
2101707;2021;635796;57548;578249;40861;37519;272281;227587
2509701;2021;635380;33351;602029;22162;29721;360977;189169
4115408;2021;635140;71363;563777;188979;57232;237906;79660
2312205;2021;633710;42953;590757;97193;108317;188009;197237
3532009;2021;633324;95762;537562;27004;256012;186842;67704
5007406;2021;633234;51896;581338;225647;33595;169972;152124
3302908;2021;632510;49213;583297;7242;43357;285306;247393
3301876;2021;631409;37733;593676;2798;44763;243321;302795
3133501;2021;629195;59606;569589;90091;168770;209772;100955
3114204;2021;629040;75993;553047;84364;134764;213592;120327
5214838;2021;628524;32035;596489;357188;14718;143919;80664
3140803;2021;628205;139689;488516;4083;154336;254971;75126
3508108;2021;627565;41947;585618;72979;155317;274828;82494
2312304;2021;627180;39426;587754;154035;31074;206784;195862
3149903;2021;627041;61205;565836;59683;150705;255615;99832
3554300;2021;627028;42150;584879;125734;89635;265524;103986
4111258;2021;626972;64376;562595;53165;128699;247642;133089
4310330;2021;626814;47762;579051;2210;55541;328749;192552
2921708;2021;625934;41267;584667;48076;261749;139226;135615
2913705;2021;625799;25751;600047;261752;32145;138564;167586
2929909;2021;625789;72634;553155;26437;35282;317754;173682
1503754;2021;625760;17013;608747;63184;290797;71739;183026
4315305;2021;625749;40859;584890;201581;25408;234117;123784
1503457;2021;625213;33333;591880;83540;139061;89508;279771
1302405;2021;625199;24174;601025;234934;25787;106797;233508
3162955;2021;625195;89372;535824;9300;198621;193909;133994
3505609;2021;624816;43807;581009;30338;112693;272051;165926
4305702;2021;624705;50429;574276;292443;69822;163926;48085
2925501;2021;624631;29436;595196;224932;42914;188042;139308
4206702;2021;623924;58547;565378;50454;120446;271226;123252
4302907;2021;623085;21266;601820;367037;21461;134337;78985
3540804;2021;620169;59014;561155;62041;186511;231343;81260
2411205;2021;619042;61679;557363;33781;31230;268283;224070
1508308;2021;618568;16794;601774;225759;19900;79244;276872
3144607;2021;618502;43854;574648;195586;23496;226844;128721
3517703;2021;618205;49186;569020;54094;101737;298764;114425
4320206;2021;617243;70346;546897;156819;89974;230598;69506
1700350;2021;616571;21770;594801;472909;6296;72123;43473
4127007;2021;616427;31309;585118;389144;24760;110100;61114
2400703;2021;616327;39901;576426;21237;304515;141517;109157
2209203;2021;615987;42296;573691;412011;35405;85668;40607
1502301;2021;615773;41935;573838;131840;35357;169241;237401
1503804;2021;615695;54947;560748;68475;29735;211319;251218
4110508;2021;615220;40790;574430;294455;51817;151000;77159
4302303;2021;613622;26513;587109;328272;47849;139984;71004
3202306;2021;612495;49393;563102;65180;71129;275426;151368
3119104;2021;612295;47617;564678;62456;212049;177111;113063
5217203;2021;609385;56215;553170;205014;116705;178253;53197
3105905;2021;608921;83844;525077;5469;239941;178830;100836
3203403;2021;607415;53543;553872;113097;92518;222316;125940
3201605;2021;607069;55467;551602;103951;91798;177044;178809
3530201;2021;606917;52856;554062;136704;155339;174757;87262
3143401;2021;606448;69793;536655;41812;94869;272258;127716
2408805;2021;606241;11196;595046;5512;528052;20688;40793
2512507;2021;605759;64479;541279;27422;111158;179485;223214
2402204;2021;605678;50379;555300;194645;16405;146736;197514
3300951;2021;603975;57802;546173;6122;320229;126737;93085
4321105;2021;603911;30447;573465;268830;50516;160665;93454
2314102;2021;603321;49891;553430;127798;34449;145587;245596
5002001;2021;603207;39545;563662;250906;125702;102562;84492
2933208;2021;602735;58000;544736;31957;64346;266437;181996
3305604;2021;602644;58486;544158;48909;91999;147444;255805
1503044;2021;602623;30930;571693;260687;116728;95088;99190
3124500;2021;601894;71585;530310;78907;199733;196841;54829
1506161;2021;601872;90173;511699;163335;122414;135016;90934
4127965;2021;601652;51802;549851;162255;186099;131723;69775
1200385;2021;601471;26769;574701;309366;17444;98405;149486
4217907;2021;600820;59115;541705;136334;201323;147592;56456
2928109;2021;600557;59031;541526;66504;36557;250579;187886
3305703;2021;600127;134499;465628;197887;28703;91156;147882
2101251;2021;599322;40382;558940;15906;349715;115239;78081
4206900;2021;599101;65877;533224;25672;152569;245858;109126
4122503;2021;598117;40586;557531;306950;21561;174751;54270
4110607;2021;597094;39468;557627;238911;60747;183923;74047
3164605;2021;597003;89388;507616;77595;234228;155198;40595
1302900;2021;595827;27743;568084;67607;36746;119688;344043
3543006;2021;595499;12408;583091;378479;22176;107844;74591
2306306;2021;594581;41021;553560;62630;82239;199604;209087
2709400;2021;594121;14229;579892;286082;22606;123157;148046
2605103;2021;593880;59298;534582;32084;76582;216257;209659
3147303;2021;592590;109282;483307;18500;140119;223076;101613
4204558;2021;591259;57644;533616;91134;207126;158936;76419
4308102;2021;589352;75963;513390;22682;142280;269349;79079
2705507;2021;588108;17017;571090;322183;24880;93194;130833
1500859;2021;588032;42831;545201;235104;22743;140292;147062
2708303;2021;587965;67022;520943;150069;157026;102048;111800
3130309;2021;587430;83624;503806;131645;209271;125842;37047
3536208;2021;586024;48581;537443;73700;37303;340428;86011
3500501;2021;585604;46386;539218;10299;41439;372530;114951
2608800;2021;585576;63587;521989;56559;30779;231429;203222
2207009;2021;584373;60705;523668;19861;42172;274961;186674
3527405;2021;584271;57710;526561;35246;142852;243594;104869
5206909;2021;583084;2786;580298;34945;508937;13888;22528
4124020;2021;582124;61106;521019;147054;163310;150893;59762
4311718;2021;582041;13938;568103;445452;16905;66429;39317
2906873;2021;579808;87470;492337;16117;33713;326021;116487
4125100;2021;579585;23192;556393;365237;20750;94802;75604
4321402;2021;579213;48397;530816;134996;37447;280478;77895
2100501;2021;578991;19926;559065;362238;34199;105146;57483
4103909;2021;578399;37838;540561;254784;33307;184355;68116
1600238;2021;578381;6194;572187;3229;439549;28037;101372
3130200;2021;578190;90217;487973;49857;206597;176469;55050
3204609;2021;577185;49369;527817;119839;38902;243479;125596
4127601;2021;576417;54541;521875;90338;138567;207830;85140
2611804;2021;576407;37395;539011;97905;50220;167869;223018
4315800;2021;576081;46875;529207;78996;257697;125811;66703
2923001;2021;576012;56226;519786;54469;58888;234362;172066
2919504;2021;575720;41981;533739;106651;34105;224328;168655
3200201;2021;575138;32142;542996;72353;133957;201931;134754
3508702;2021;574395;22457;551938;249083;33499;185526;83831
3151602;2021;574328;14681;559647;123719;273523;92286;70118
3526209;2021;573997;54019;519978;1253;78290;306245;134190
2902906;2021;573526;28277;545249;238098;42817;134443;129891
2925105;2021;573506;59731;513774;32743;33474;275035;172522
2703205;2021;571817;37100;534717;246715;83432;74749;129821
2403608;2021;570425;60046;510378;14469;83820;221909;190181
5220009;2021;569989;28227;541761;336038;23535;111923;70265
3200102;2021;569771;38859;530913;128587;48979;196271;157075
4127205;2021;569457;44025;525431;140224;118098;174003;93107
2913903;2021;568817;48729;520088;33419;44624;264591;177454
5106778;2021;568701;33079;535622;280276;60951;107565;86830
3106002;2021;568260;10409;557851;5729;371460;124421;56240
4216701;2021;568132;53271;514861;109036;112561;215615;77649
1301407;2021;568039;15566;552473;248976;20731;77827;204939
2114007;2021;567166;49430;517736;66242;24076;211290;216129
1200302;2021;567040;17689;549351;172858;24431;103190;248872
2513901;2021;567017;68305;498713;11284;58000;227691;201738
2307007;2021;566961;66524;500437;86794;120924;141165;151554
4107504;2021;566636;41559;525077;221541;38041;193419;72077
5221551;2021;566461;50410;516051;237214;156135;79934;42769
2210607;2021;566178;57440;508738;23320;44897;264108;176413
5218904;2021;565885;48779;517105;69722;153824;189599;103960
3137502;2021;565583;34815;530769;218861;53397;162978;95533
4308458;2021;564771;34860;529911;326663;14527;150492;38228
2300309;2021;564520;37889;526631;145254;19614;171031;190733
2612604;2021;564000;28645;535355;187333;23886;116386;207750
3139508;2021;563494;84026;479468;43008;13113;309629;113718
1501204;2021;562147;10219;551928;265131;15629;63250;207917
2306900;2021;561175;48790;512384;89542;52360;215448;155035
3301207;2021;561153;68300;492853;24934;139475;160720;167723
2310803;2021;560571;78420;482151;34847;13827;358702;74775
2408300;2021;560501;67869;492632;16591;28436;234696;212910
1100254;2021;559990;51482;508508;183438;50521;140111;134437
2908101;2021;559871;35320;524551;311827;37123;96178;79423
4106209;2021;557615;51482;506133;148574;51948;210401;95211
5003751;2021;557523;56465;501058;176774;88970;142175;93140
3168002;2021;557419;40156;517264;59332;42758;252046;163127
2511202;2021;556476;44904;511573;153169;86858;103282;168264
1502954;2021;556042;48646;507396;156254;48345;139685;163112
2310209;2021;555931;38250;517680;49258;95384;203579;169458
3547700;2021;555801;47697;508104;80282;81045;257093;89684
2606101;2021;554616;61341;493275;41771;154864;147099;149540
2805703;2021;554299;64034;490265;14385;50626;260485;164769
4120002;2021;554224;26481;527743;131803;178492;152267;65181
5211206;2021;553555;44823;508733;124885;37037;221747;125064
2103505;2021;553253;41128;512125;74295;36699;222290;178841
4102901;2021;552373;47898;504475;184755;116905;121846;80969
3504602;2021;551849;51575;500273;19643;82368;305638;92625
2307254;2021;551638;47607;504031;9075;26430;347801;120726
2105708;2021;550477;43881;506595;74293;31694;213773;186835
3156304;2021;550096;65101;484995;40904;297268;105634;41190
2704005;2021;550024;13875;536149;288219;17665;96487;133779
2702900;2021;549523;17137;532386;220126;13471;105235;193554
3128303;2021;549336;80308;469028;41992;171407;160196;95433
2411601;2021;549243;39700;509543;10552;452181;19561;27248
2602803;2021;549015;27335;521679;102417;12646;134023;272593
3534757;2021;548740;51807;496934;44082;191543;184148;77161
1100148;2021;548734;38742;509993;228451;24608;114351;142582
2927705;2021;548442;37391;511051;75660;57491;237068;140831
5210901;2021;547546;48905;498641;78764;119766;189226;110885
4300059;2021;547412;69778;477633;158098;24609;266706;28220
4101705;2021;547385;48141;499245;177027;116102;131759;74357
4311759;2021;546970;16344;530626;369994;17095;90880;52658
4113734;2021;546880;31701;515179;333020;16283;122446;43431
2404200;2021;546576;52295;494282;42508;75316;199600;176857
2112506;2021;546267;40279;505988;33874;29110;192804;250201
2931905;2021;544966;50364;494603;37336;29526;219390;208351
4302709;2021;543347;34196;509151;128895;89501;168309;122445
2600104;2021;541816;56806;485010;9863;33955;268673;172519
4104253;2021;541662;61854;479808;65745;72172;189771;152121
3100203;2021;541239;44182;497057;127034;40613;220439;108972
3143500;2021;541171;20470;520700;334820;28802;100018;57060
3538907;2021;540058;35418;504640;88930;37446;269193;109070
4219176;2021;539876;63514;476362;49497;290987;103016;32862
4101903;2021;539585;35346;504239;169082;73617;184032;77508
2602308;2021;539340;37349;501991;108609;70047;146970;176366
2302404;2021;539218;36757;502461;61799;36881;189399;214382
3203007;2021;538444;43234;495210;108435;22510;223173;141092
2200400;2021;537774;47639;490136;14421;56924;200942;217849
3109709;2021;537009;61551;475459;46309;253145;117959;58045
3111101;2021;536834;36167;500668;176588;31220;196284;96576
1501907;2021;536730;9729;527001;325587;21023;52274;128116
4121505;2021;536464;27312;509152;245090;62846;123758;77459
2803005;2021;535797;38728;497069;63945;42410;164291;226423
3144102;2021;535441;48980;486462;77613;76701;230883;101265
2310258;2021;535129;40691;494438;126270;81922;142824;143423
5107701;2021;535073;42934;492139;193392;63759;112081;122907
2205565;2021;534683;74393;460290;5300;368842;54570;31579
4320503;2021;534501;20855;513647;350092;29203;91282;43069
4313953;2021;533687;41749;491938;180370;103903;146544;61120
2103604;2021;533670;39128;494542;39685;30131;187482;237245
4322251;2021;533592;62632;470960;60507;294613;79559;36281
5200175;2021;533233;19134;514099;389836;20265;70528;33469
3511300;2021;533104;82139;450965;37046;172293;187027;54599
4306205;2021;533002;74634;458369;90458;123218;176438;68254
3154507;2021;532748;25057;507691;47609;322241;84285;53556
2611309;2021;532583;57383;475200;67006;110827;161893;135475
1720853;2021;532374;3488;528886;494498;2556;12620;19212
